world today:(2, '北美洲', '8', '美国', 337328, 368079, 0, 19828, 10923, '2.96', 'USA', 'United States of America', 'https://file1.dxycdn.com/2020/0315/553/3402160512808052518-135.json')
world_history_data:('https://file1.dxycdn.com/2020/0317/609/3402535581564582783-135.json', 64, 13, 0, 0, 62, 13, 20200327, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/609/3402535581564582783-135.json', 64, 0, 0, 0, 62, 0, 20200328, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/609/3402535581564582783-135.json', 64, 0, 0, 0, 62, 0, 20200329, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/609/3402535581564582783-135.json', 64, 0, 0, 0, 62, 0, 20200330, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/609/3402535581564582783-135.json', 174, 110, 0, 0, 168, 106, 20200331, 6, 4, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/609/3402535581564582783-135.json', 239, 65, 0, 0, 231, 63, 20200401, 8, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/609/3402535581564582783-135.json', 286, 47, 0, 0, 275, 44, 20200402, 11, 3, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/609/3402535581564582783-135.json', 316, 30, 0, 0, 304, 29, 20200403, 12, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/609/3402535581564582783-135.json', 378, 62, 0, 0, 363, 59, 20200404, 15, 3, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/609/3402535581564582783-135.json', 452, 74, 0, 0, 434, 71, 20200405, 18, 3, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/609/3402535581564582783-135.json', 452, 0, 0, 0, 434, 0, 20200406, 18, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 5, 5, 0, 0, 5, 5, 20200308, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 9, 4, 0, 0, 9, 4, 20200309, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 9, 0, 0, 0, 9, 0, 20200310, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 13, 4, 0, 0, 13, 4, 20200311, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 13, 0, 0, 0, 13, 0, 20200312, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 22, 9, 0, 0, 22, 9, 20200313, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 23, 1, 0, 0, 23, 1, 20200314, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 23, 0, 0, 0, 23, 0, 20200315, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 23, 0, 0, 0, 23, 0, 20200316, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 41, 18, 0, 0, 41, 18, 20200317, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 41, 0, 0, 0, 41, 0, 20200318, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 87, 46, 0, 0, 86, 45, 20200319, 1, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 113, 26, 0, 0, 111, 25, 20200320, 2, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 113, 0, 0, 0, 111, 0, 20200321, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 117, 4, 0, 0, 115, 4, 20200322, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 158, 41, 0, 0, 156, 41, 20200323, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 158, 0, 0, 0, 156, 0, 20200324, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 201, 43, 0, 0, 199, 43, 20200325, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 231, 30, 0, 0, 229, 30, 20200326, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 263, 32, 0, 0, 261, 32, 20200327, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 295, 32, 0, 0, 293, 32, 20200328, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 295, 0, 0, 0, 293, 0, 20200329, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 295, 0, 0, 0, 293, 0, 20200330, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 347, 52, 0, 0, 345, 52, 20200331, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 347, 0, 0, 0, 345, 0, 20200401, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 347, 0, 0, 0, 345, 0, 20200402, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 375, 28, 0, 0, 373, 28, 20200403, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 396, 21, 0, 0, 394, 21, 20200404, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 416, 20, 0, 0, 414, 20, 20200405, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json', 435, 19, 0, 0, 433, 19, 20200406, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 1, 1, 0, 0, 1, 1, 20200225, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 1, 0, 0, 0, 1, 0, 20200226, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 1, 0, 0, 0, 1, 0, 20200227, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 1, 0, 0, 0, 1, 0, 20200228, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 1, 0, 0, 0, 1, 0, 20200229, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 1, 0, 0, 0, 1, 0, 20200301, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 1, 0, 0, 0, 1, 0, 20200302, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 1, 0, 0, 0, 1, 0, 20200303, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 1, 0, 0, 0, 1, 0, 20200304, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 1, 0, 0, 0, 1, 0, 20200305, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 1, 0, 0, 0, 1, 0, 20200306, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 1, 0, 0, 0, 1, 0, 20200307, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 4, 3, 0, 0, 4, 3, 20200308, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 4, 0, 0, 0, 4, 0, 20200309, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 4, 0, 0, 0, 4, 0, 20200310, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 4, 0, 0, 0, 4, 0, 20200311, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 7, 3, 0, 0, 7, 3, 20200312, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 7, 0, 0, 0, 7, 0, 20200313, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 7, 0, 0, 0, 7, 0, 20200314, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 10, 3, 0, 0, 10, 3, 20200315, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 16, 6, 0, 0, 16, 6, 20200316, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 21, 5, 0, 0, 21, 5, 20200317, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 22, 1, 0, 0, 22, 1, 20200318, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 22, 0, 0, 0, 22, 0, 20200319, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 24, 2, 0, 0, 24, 2, 20200320, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 24, 0, 0, 0, 24, 0, 20200321, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 40, 16, 0, 0, 40, 16, 20200322, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 42, 2, 0, 0, 41, 1, 20200323, 1, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 74, 32, 0, 0, 73, 32, 20200324, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 84, 10, 0, 0, 82, 9, 20200325, 2, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 94, 10, 0, 0, 92, 10, 20200326, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 110, 16, 0, 0, 108, 16, 20200327, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 117, 7, 0, 0, 115, 7, 20200328, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 123, 6, 0, 0, 119, 4, 20200329, 4, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 145, 22, 0, 0, 141, 22, 20200330, 4, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 174, 29, 0, 0, 170, 29, 20200331, 4, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 239, 65, 0, 0, 234, 64, 20200401, 5, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 239, 0, 0, 0, 234, 0, 20200402, 5, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 269, 30, 0, 0, 264, 30, 20200403, 5, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 299, 30, 0, 0, 294, 30, 20200404, 5, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 337, 38, 0, 0, 330, 36, 20200405, 7, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json', 367, 30, 0, 0, 360, 30, 20200406, 7, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 4, 4, 0, 0, 4, 4, 20200316, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 4, 0, 0, 0, 4, 0, 20200317, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 16, 12, 0, 0, 16, 12, 20200318, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 23, 7, 0, 0, 23, 7, 20200319, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 33, 10, 0, 0, 33, 10, 20200320, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 41, 8, 0, 0, 41, 8, 20200321, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 43, 2, 0, 0, 43, 2, 20200322, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 46, 3, 0, 0, 46, 3, 20200323, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 50, 4, 0, 0, 50, 4, 20200324, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 55, 5, 0, 0, 55, 5, 20200325, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 65, 10, 0, 0, 65, 10, 20200326, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 83, 18, 0, 0, 83, 18, 20200327, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 104, 21, 0, 0, 102, 19, 20200328, 2, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 133, 29, 0, 0, 131, 29, 20200329, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 149, 16, 7, 7, 140, 9, 20200330, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 167, 18, 7, 0, 158, 18, 20200331, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 173, 6, 7, 0, 164, 6, 20200401, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 190, 17, 12, 5, 176, 12, 20200402, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 221, 31, 25, 13, 194, 18, 20200403, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 263, 42, 25, 0, 235, 41, 20200404, 3, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 298, 35, 25, 0, 270, 35, 20200405, 3, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json', 390, 92, 30, 5, 358, 88, 20200406, 2, -1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 3, 3, 0, 0, 3, 3, 20200313, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 5, 2, 0, 0, 5, 2, 20200314, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 6, 1, 0, 0, 6, 1, 20200315, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 9, 3, 0, 0, 9, 3, 20200316, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 9, 0, 0, 0, 9, 0, 20200317, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 9, 0, 0, 0, 9, 0, 20200318, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 9, 0, 0, 0, 9, 0, 20200319, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 15, 6, 0, 0, 15, 6, 20200320, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 28, 13, 0, 0, 28, 13, 20200321, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 47, 19, 0, 0, 47, 19, 20200322, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 64, 17, 0, 0, 64, 17, 20200323, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 71, 7, 0, 0, 71, 7, 20200324, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 83, 12, 0, 0, 83, 12, 20200325, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 94, 11, 0, 0, 94, 11, 20200326, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 135, 41, 0, 0, 135, 41, 20200327, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 135, 0, 0, 0, 135, 0, 20200328, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 143, 8, 0, 0, 143, 8, 20200329, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 207, 64, 0, 0, 207, 64, 20200330, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 207, 0, 0, 0, 207, 0, 20200331, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 247, 40, 0, 0, 247, 40, 20200401, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 281, 34, 0, 0, 281, 34, 20200402, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 308, 27, 0, 0, 308, 27, 20200403, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 321, 13, 0, 0, 321, 13, 20200404, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 334, 13, 0, 0, 334, 13, 20200405, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/016/3402160527840261639-135.json', 344, 10, 0, 0, 344, 10, 20200406, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 3, 3, 0, 0, 3, 3, 20200313, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 4, 1, 0, 0, 4, 1, 20200314, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 4, 0, 0, 0, 4, 0, 20200315, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 4, 0, 0, 0, 4, 0, 20200316, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 5, 1, 0, 0, 5, 1, 20200317, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 5, 0, 0, 0, 5, 0, 20200318, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 16, 11, 0, 0, 15, 10, 20200319, 1, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 16, 0, 0, 0, 15, 0, 20200320, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 21, 5, 0, 0, 20, 5, 20200321, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 21, 0, 0, 0, 20, 0, 20200322, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 21, 0, 0, 0, 20, 0, 20200323, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 40, 19, 0, 0, 39, 19, 20200324, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 48, 8, 0, 0, 47, 8, 20200325, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 57, 9, 0, 0, 56, 9, 20200326, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 67, 10, 0, 0, 66, 10, 20200327, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 80, 13, 0, 0, 78, 12, 20200328, 2, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 119, 39, 0, 0, 116, 38, 20200329, 3, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 119, 0, 0, 0, 116, 0, 20200330, 3, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 170, 51, 0, 0, 166, 50, 20200331, 4, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 186, 16, 0, 0, 180, 14, 20200401, 6, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 212, 26, 0, 0, 206, 26, 20200402, 6, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 233, 21, 0, 0, 227, 21, 20200403, 6, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 269, 36, 0, 0, 263, 36, 20200404, 6, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 288, 19, 0, 0, 282, 19, 20200405, 6, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json', 320, 32, 0, 0, 312, 30, 20200406, 8, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 2, 2, 0, 0, 2, 2, 20200225, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 4, 2, 0, 0, 4, 2, 20200226, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 4, 0, 0, 0, 4, 0, 20200227, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 6, 2, 0, 0, 6, 2, 20200228, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 6, 0, 0, 0, 6, 0, 20200229, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 6, 0, 0, 0, 6, 0, 20200301, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 6, 0, 0, 0, 6, 0, 20200302, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 6, 0, 0, 0, 6, 0, 20200303, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 12, 6, 0, 0, 12, 6, 20200304, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 15, 3, 0, 0, 15, 3, 20200305, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 16, 1, 0, 0, 16, 1, 20200306, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 16, 0, 0, 0, 16, 0, 20200307, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 16, 0, 0, 0, 16, 0, 20200308, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 16, 0, 0, 0, 16, 0, 20200309, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 18, 2, 0, 0, 18, 2, 20200310, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 18, 0, 0, 0, 18, 0, 20200311, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 18, 0, 0, 0, 18, 0, 20200312, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 18, 0, 0, 0, 18, 0, 20200313, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 19, 1, 0, 0, 19, 1, 20200314, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 20, 1, 9, 9, 11, -8, 20200315, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 22, 2, 9, 0, 13, 2, 20200316, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 24, 2, 12, 3, 12, -1, 20200317, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 24, 0, 12, 0, 12, 0, 20200318, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 39, 15, 12, 0, 27, 15, 20200319, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 48, 9, 13, 1, 35, 8, 20200320, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 52, 4, 13, 0, 39, 4, 20200321, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 55, 3, 17, 4, 38, -1, 20200322, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 66, 11, 17, 0, 49, 11, 20200323, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 84, 18, 17, 0, 67, 18, 20200324, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 99, 15, 17, 0, 82, 15, 20200325, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 109, 10, 23, 6, 86, 4, 20200326, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 131, 22, 23, 0, 108, 22, 20200327, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 152, 21, 23, 0, 129, 21, 20200328, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 167, 15, 29, 6, 138, 9, 20200329, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json', 179, 12, 29, 0, 150, 12, 20200330, 0, 0, 0)
